# Wamoduck reference quasi-static gait / 参考准静态步态 | units: q in rad, tau in N.m, position in m | step_len=0.01 m, step_time=1.0 s, speed=0.01 m/s, foot_lift=0.0045 m, swing_window=0.3, stance_width=0.165 m | kinematic IK plan, not a trained policy and not hardware data
t_s,q_left_hip_yaw,q_left_hip_roll,q_left_hip_pitch,q_left_knee,q_left_ankle,q_right_hip_yaw,q_right_hip_roll,q_right_hip_pitch,q_right_knee,q_right_ankle,q_neck_pitch,q_head_pitch,q_head_yaw,q_head_roll,q_mouth,tau_left_hip_yaw,tau_left_hip_roll,tau_left_hip_pitch,tau_left_knee,tau_left_ankle,tau_right_hip_yaw,tau_right_hip_roll,tau_right_hip_pitch,tau_right_knee,tau_right_ankle,tau_neck_pitch,tau_head_pitch,tau_head_yaw,tau_head_roll,tau_mouth,base_x,base_y,base_z,base_roll_rad
4.200000,0.070594,-0.025517,0.210092,-0.391606,0.183222,-0.185088,0.015495,0.251082,-0.339159,0.090835,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.293666,0.126663,-1.080694,2.106781,-1.033180,0.974157,-0.068465,-1.272413,1.670937,-0.411423,0.000000,0.000000,0.000000,0.000000,0.000000,0.022000,-0.000000,0.169618,0.000000
4.220000,0.068660,-0.025770,0.215037,-0.405165,0.191784,-0.186980,0.015131,0.251821,-0.338173,0.089074,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.268982,0.126630,-1.093228,2.166033,-1.079291,0.983543,-0.066501,-1.275710,1.665427,-0.402368,0.000000,0.000000,-0.000000,0.000000,0.000000,0.022200,-0.000000,0.169618,0.000000
4.240000,0.065007,-0.025966,0.220574,-0.419397,0.200378,-0.188869,0.014762,0.252540,-0.337159,0.087302,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.235543,0.126146,-1.106940,2.225084,-1.123812,0.992948,-0.064512,-1.279009,1.659963,-0.393343,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.022400,-0.000000,0.169618,0.000000
4.260000,0.060507,-0.026197,0.225674,-0.433882,0.209724,-0.190758,0.014386,0.253236,-0.336116,0.085520,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.197265,0.125633,-1.117434,2.281921,-1.169666,1.002354,-0.062493,-1.282194,1.654351,-0.384265,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.022600,-0.000000,0.169618,0.000000
4.280000,0.055326,-0.026313,0.229281,-0.447076,0.219164,-0.192646,0.014005,0.253914,-0.335049,0.083728,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.154556,0.124287,-1.120530,2.329500,-1.213121,1.011831,-0.060447,-1.285070,1.648414,-0.375157,0.000000,0.000000,0.000000,-0.000000,0.000000,0.022800,-0.000000,0.169618,0.000000
4.300000,0.049378,-0.026350,0.231914,-0.459439,0.228725,-0.194532,0.013619,0.254576,-0.333958,0.081927,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.107790,0.122442,-1.118674,2.370805,-1.255193,1.021450,-0.058376,-1.287718,1.642360,-0.366149,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.023000,-0.000000,0.169618,0.000000
4.320000,0.042714,-0.026274,0.232679,-0.469496,0.237829,-0.196415,0.013227,0.255221,-0.332844,0.080117,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.058019,0.120044,-1.107118,2.398164,-1.293019,1.031100,-0.056279,-1.290270,1.636228,-0.357148,0.000000,0.000000,0.000000,0.000000,0.000000,0.023200,-0.000000,0.169618,0.000000
4.340000,0.035465,-0.026067,0.231462,-0.477001,0.246349,-0.198295,0.012830,0.255849,-0.331706,0.078298,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.008389,0.117156,-1.083295,2.409136,-1.326695,1.040736,-0.054156,-1.292737,1.629978,-0.348097,0.000000,0.000000,0.000000,0.000000,0.000000,0.023400,-0.000000,0.169618,0.000000
4.360000,0.027806,-0.025717,0.227995,-0.481517,0.254118,-0.200173,0.012427,0.256461,-0.330545,0.076469,0.000000,0.000000,0.000000,-0.000000,0.000000,0.039348,0.113796,-1.045760,2.401630,-1.355566,1.050350,-0.052005,-1.295099,1.623567,-0.338978,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.023600,-0.000000,0.169618,0.000000
4.380000,0.019794,-0.025216,0.222255,-0.482773,0.260899,-0.202049,0.012019,0.257056,-0.329360,0.074631,0.000000,0.000000,0.000000,-0.000000,0.000000,0.086642,0.109840,-0.997425,2.376205,-1.377378,1.059948,-0.049828,-1.297378,1.617037,-0.329809,0.000000,0.000000,0.000000,-0.000000,0.000000,0.023800,-0.000000,0.169618,0.000000
4.400000,0.010979,-0.024510,0.214829,-0.480617,0.265947,-0.204043,0.011606,0.257521,-0.328152,0.072898,0.000000,0.000000,0.000000,-0.000000,0.000000,0.135816,0.105043,-0.942323,2.333623,-1.388847,1.070138,-0.047626,-1.299009,1.610391,-0.321164,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.024000,-0.000000,0.169618,0.000000
4.420000,0.000816,-0.023527,0.206628,-0.475236,0.268529,-0.206159,0.011188,0.257855,-0.326922,0.071273,0.000000,0.000000,0.000000,-0.000000,0.000000,0.189289,0.099048,-0.885247,2.275584,-1.386740,1.080929,-0.045396,-1.299986,1.603631,-0.313051,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.024200,-0.000000,0.169618,0.000000
4.440000,-0.009660,-0.022369,0.197028,-0.466911,0.269579,-0.208270,0.010764,0.258173,-0.325668,0.069636,0.000000,0.000000,0.000000,-0.000000,0.000000,0.241247,0.092490,-0.823551,2.205187,-1.377002,1.091700,-0.043139,-1.300890,1.596759,-0.304884,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.024400,-0.000000,0.169618,0.000000
4.460000,-0.020099,-0.021085,0.185807,-0.455497,0.269191,-0.210378,0.010334,0.258476,-0.324391,0.067989,0.000000,0.000000,0.000000,-0.000000,0.000000,0.289745,0.085662,-0.756957,2.123335,-1.360866,1.102449,-0.040853,-1.301722,1.589776,-0.296662,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.024600,-0.000000,0.169618,0.000000
4.480000,-0.031591,-0.019576,0.174451,-0.441285,0.266156,-0.212482,0.009899,0.258764,-0.323090,0.066331,0.000000,0.000000,0.000000,-0.000000,0.000000,0.340741,0.078079,-0.694163,2.032799,-1.332334,1.113192,-0.038507,-1.302329,1.582441,-0.288220,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.024800,-0.000000,0.169618,0.000000
4.500000,-0.043764,-0.017845,0.163319,-0.425122,0.260923,-0.214582,0.009458,0.259036,-0.321768,0.064663,0.000000,0.000000,0.000000,-0.000000,0.000000,0.392846,0.069753,-0.636500,1.937402,-1.293759,1.123914,-0.036135,-1.302866,1.575001,-0.279727,0.000000,0.000000,-0.000000,0.000000,0.000000,0.025000,-0.000000,0.169618,0.000000
4.520000,-0.055632,-0.016147,0.151800,-0.407306,0.254527,-0.216679,0.009011,0.259293,-0.320423,0.062984,0.000000,0.000000,0.000000,-0.000000,0.000000,0.442067,0.061782,-0.579437,1.836806,-1.249915,1.134598,-0.033768,-1.303482,1.567687,-0.271346,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.025200,-0.000000,0.169618,0.000000
4.540000,-0.067186,-0.014461,0.140550,-0.388633,0.247049,-0.218783,0.008560,0.259573,-0.319121,0.061324,0.000000,0.000000,0.000000,-0.000000,0.000000,0.488951,0.054004,-0.526012,1.734793,-1.201272,1.145319,-0.031375,-1.304208,1.560591,-0.263056,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.025400,-0.000000,0.169618,0.000000
4.560000,-0.074967,-0.013116,0.126561,-0.369362,0.241716,-0.220872,0.008102,0.259797,-0.317726,0.059622,0.000000,0.000000,0.000000,-0.000000,0.000000,0.516382,0.048090,-0.461397,1.633061,-1.164128,1.155957,-0.028953,-1.304657,1.553022,-0.254553,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.025600,-0.000000,0.169618,0.000000
4.580000,-0.081318,-0.012022,0.113273,-0.351085,0.236753,-0.222956,0.007639,0.260004,-0.316306,0.057908,0.000000,0.000000,0.000000,-0.000000,0.000000,0.536214,0.043601,-0.402978,1.539997,-1.129854,1.166573,-0.026505,-1.305027,1.545330,-0.245991,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.025800,-0.000000,0.169618,0.000000
4.600000,-0.086948,-0.011066,0.101801,-0.334340,0.231516,-0.225037,0.007171,0.260196,-0.314861,0.056183,0.000000,0.000000,0.000000,-0.000000,0.000000,0.551767,0.040001,-0.355980,1.458534,-1.095814,1.177093,-0.024029,-1.305383,1.537515,-0.237300,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.026000,-0.000000,0.169618,0.000000
4.620000,-0.091231,-0.010322,0.092169,-0.319980,0.226815,-0.227113,0.006697,0.260371,-0.313392,0.054447,0.000000,0.000000,0.000000,-0.000000,0.000000,0.559305,0.037743,-0.319646,1.392918,-1.066938,1.187444,-0.021526,-1.305793,1.529573,-0.228410,0.000000,0.000000,-0.000000,0.000000,0.000000,0.026200,-0.000000,0.169618,0.000000
4.640000,-0.094376,-0.009741,0.084502,-0.307795,0.222275,-0.229185,0.006217,0.260529,-0.311898,0.052699,0.000000,0.000000,0.000000,-0.000000,0.000000,0.560173,0.036558,-0.294416,1.341823,-1.041235,1.197703,-0.018995,-1.306236,1.521576,-0.219411,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.026400,-0.000000,0.169618,0.000000
4.660000,-0.096107,-0.009476,0.079640,-0.299429,0.218790,-0.231253,0.005733,0.260672,-0.310380,0.050939,0.000000,0.000000,0.000000,-0.000000,0.000000,0.553810,0.037127,-0.285004,1.313388,-1.022550,1.207974,-0.016437,-1.306723,1.513668,-0.210439,0.000000,0.000000,-0.000000,0.000000,0.000000,0.026600,-0.000000,0.169618,0.000000
4.680000,-0.096320,-0.009481,0.077521,-0.294881,0.216364,-0.233316,0.005243,0.260797,-0.308837,0.049168,0.000000,0.000000,0.000000,-0.000000,0.000000,0.539259,0.039250,-0.290341,1.307522,-1.011583,1.218355,-0.013849,-1.307504,1.506325,-0.201717,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.026800,-0.000000,0.169618,0.000000
4.700000,-0.094930,-0.009765,0.078243,-0.294389,0.215137,-0.235404,0.004691,0.260652,-0.306871,0.047109,0.000000,0.000000,0.000000,-0.000000,0.000000,0.515670,0.043022,-0.309822,1.324735,-1.009474,1.228970,-0.010953,-1.307242,1.497448,-0.191818,0.000000,0.000000,0.000000,-0.000000,0.000000,0.027000,-0.000000,0.169618,0.000000
4.720000,-0.092732,-0.010184,0.080393,-0.295933,0.214511,-0.237459,0.004192,0.260750,-0.305287,0.045321,0.000000,0.000000,0.000000,-0.000000,0.000000,0.487826,0.047574,-0.336532,1.354249,-1.012361,1.239427,-0.008316,-1.308223,1.490520,-0.183286,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.027200,-0.000000,0.169618,0.000000
4.740000,-0.090540,-0.010596,0.082540,-0.297462,0.213875,-0.239510,0.003688,0.260832,-0.303679,0.043521,0.000000,0.000000,0.000000,-0.000000,0.000000,0.460382,0.052059,-0.363290,1.385152,-1.016516,1.249860,-0.005653,-1.309111,1.483449,-0.174687,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.027400,-0.000000,0.169618,0.000000
4.760000,-0.088354,-0.011002,0.084681,-0.298969,0.213226,-0.241555,0.003178,0.260897,-0.302045,0.041709,0.000000,0.000000,0.000000,-0.000000,0.000000,0.435406,0.056294,-0.391477,1.416785,-1.019956,1.260276,-0.002964,-1.309930,1.476279,-0.166039,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.027600,-0.000000,0.169618,0.000000
4.780000,-0.086173,-0.011401,0.086815,-0.300453,0.212563,-0.243597,0.002663,0.260946,-0.300387,0.039885,0.000000,0.000000,0.000000,-0.000000,0.000000,0.413540,0.060173,-0.420965,1.448280,-1.021957,1.270561,-0.000250,-1.310812,1.469045,-0.157249,-0.000000,0.000000,0.000000,0.000000,0.000000,0.027800,-0.000000,0.169618,0.000000
4.800000,-0.083999,-0.011794,0.088942,-0.301914,0.211886,-0.245634,0.002143,0.260980,-0.298705,0.038051,0.000000,0.000000,0.000000,-0.000000,0.000000,0.392989,0.063780,-0.448915,1.478134,-1.023820,1.280627,0.002485,-1.311810,1.461709,-0.148225,0.000000,0.000000,-0.000000,0.000000,0.000000,0.028000,-0.000000,0.169618,0.000000
4.820000,-0.081829,-0.012180,0.091063,-0.303353,0.211196,-0.247667,0.001618,0.260997,-0.296998,0.036204,0.000000,0.000000,0.000000,-0.000000,0.000000,0.373723,0.067103,-0.474514,1.505284,-1.025306,1.290592,0.005244,-1.312811,1.454268,-0.139074,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.028200,-0.000000,0.169618,0.000000
4.840000,-0.079665,-0.012559,0.093176,-0.304769,0.210492,-0.249693,0.001087,0.260998,-0.295265,0.034343,0.000000,0.000000,0.000000,-0.000000,0.000000,0.355970,0.070163,-0.497805,1.529582,-1.026295,1.300527,0.008030,-1.313745,1.446711,-0.129856,-0.000000,0.000000,0.000000,0.000000,0.000000,0.028400,-0.000000,0.169618,0.000000
4.860000,-0.077507,-0.012933,0.095283,-0.306163,0.209775,-0.251724,0.000550,0.261061,-0.293626,0.032507,0.000000,0.000000,0.000000,-0.000000,0.000000,0.339769,0.072897,-0.518211,1.550173,-1.026479,1.310496,0.010849,-1.314999,1.439644,-0.120769,0.000000,0.000000,0.000000,0.000000,0.000000,0.028600,-0.000000,0.169618,0.000000
4.880000,-0.075354,-0.013299,0.097382,-0.307535,0.209045,-0.253797,0.000007,0.261241,-0.292205,0.030767,0.000000,0.000000,0.000000,-0.000000,0.000000,0.325346,0.075242,-0.535269,1.566079,-1.025325,1.320674,0.013699,-1.316848,1.433684,-0.112172,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.028800,-0.000000,0.169618,0.000000
4.900000,-0.073207,-0.013659,0.099474,-0.308884,0.208302,-0.256042,-0.000546,0.261906,-0.291676,0.029428,0.000000,0.000000,0.000000,-0.000000,0.000000,0.312813,0.077220,-0.548957,1.577161,-1.022747,1.331498,0.016467,-1.321765,1.433533,-0.106391,0.000000,0.000000,-0.000000,0.000000,0.000000,0.029000,-0.000000,0.169618,0.000000
4.920000,-0.071064,-0.014013,0.101558,-0.310211,0.207546,-0.258295,-0.001104,0.262586,-0.291178,0.028102,0.000000,0.000000,0.000000,-0.000000,0.000000,0.301745,0.078912,-0.560058,1.584479,-1.019018,1.341748,0.018984,-1.328163,1.436769,-0.102570,0.000000,0.000000,0.000000,0.000000,0.000000,0.029200,-0.000000,0.169618,0.000000
4.940000,-0.068927,-0.014361,0.103636,-0.311515,0.206777,-0.260547,-0.001668,0.263259,-0.290674,0.026772,0.000000,0.000000,0.000000,-0.000000,0.000000,0.291185,0.080488,-0.570262,1.590458,-1.014858,1.351194,0.021188,-1.336164,1.443869,-0.101016,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.029400,-0.000000,0.169618,0.000000
4.960000,-0.066794,-0.014701,0.105705,-0.312797,0.205995,-0.262800,-0.002239,0.263926,-0.290165,0.025438,0.000000,0.000000,0.000000,-0.000000,0.000000,0.280649,0.082032,-0.580425,1.596322,-1.010635,1.359701,0.023017,-1.345925,1.454914,-0.101814,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.029600,-0.000000,0.169618,0.000000
4.980000,-0.064667,-0.015036,0.107767,-0.314058,0.205201,-0.265053,-0.002815,0.264588,-0.289651,0.024101,0.000000,0.000000,0.000000,-0.000000,0.000000,0.270136,0.083544,-0.590547,1.602076,-1.006350,1.367476,0.024513,-1.356589,1.468867,-0.104704,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.029800,-0.000000,0.169618,0.000000
5.000000,-0.062508,-0.015426,0.110042,-0.315694,0.204630,-0.267103,-0.003393,0.265426,-0.289126,0.022572,0.000000,0.000000,0.000000,-0.000000,0.000000,0.259465,0.085333,-0.601732,1.609712,-1.003186,1.373726,0.025706,-1.368525,1.485079,-0.108586,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.030000,-0.000000,0.169618,0.000000
5.020000,-0.060391,-0.015748,0.112092,-0.316916,0.203814,-0.269016,-0.003973,0.266384,-0.288590,0.020911,0.000000,0.000000,0.000000,0.000000,0.000000,0.248997,0.086785,-0.611789,1.615277,-0.998798,1.378413,0.026595,-1.381626,1.503257,-0.113329,0.000000,0.000000,0.000000,-0.000000,0.000000,0.030200,0.000000,0.169618,-0.000000
5.040000,-0.058278,-0.016064,0.114134,-0.318116,0.202986,-0.270928,-0.004559,0.267335,-0.288047,0.019246,0.000000,0.000000,0.000000,0.000000,0.000000,0.238283,0.088227,-0.621541,1.620710,-0.994596,1.381887,0.027176,-1.394803,1.522264,-0.118972,0.000000,0.000000,-0.000000,0.000000,0.000000,0.030400,0.000000,0.169618,-0.000000
5.060000,-0.056170,-0.016373,0.116168,-0.319293,0.202145,-0.272838,-0.005150,0.268276,-0.287491,0.017574,0.000000,0.000000,0.000000,0.000000,0.000000,0.227289,0.089661,-0.630955,1.626012,-0.990611,1.384227,0.027515,-1.407613,1.541381,-0.125158,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.030600,0.000000,0.169618,-0.000000
5.080000,-0.054066,-0.016676,0.118194,-0.320449,0.201292,-0.274748,-0.005747,0.269210,-0.286928,0.015898,0.000000,0.000000,0.000000,0.000000,0.000000,0.216282,0.091065,-0.640293,1.631202,-0.986601,1.385809,0.027710,-1.420837,1.561880,-0.132234,0.000000,0.000000,-0.000000,0.000000,0.000000,0.030800,0.000000,0.169618,-0.000000
5.100000,-0.051967,-0.016973,0.120211,-0.321583,0.200427,-0.276658,-0.006349,0.270139,-0.286358,0.014217,0.000000,0.000000,0.000000,0.000000,0.000000,0.205296,0.092437,-0.649588,1.636286,-0.982533,1.386440,0.027727,-1.434011,1.582762,-0.139828,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.031000,0.000000,0.169618,-0.000000
5.120000,-0.049873,-0.017263,0.122221,-0.322695,0.199549,-0.278223,-0.006798,0.271862,-0.287608,0.013602,0.000000,0.000000,0.000000,0.000000,0.000000,0.194329,0.093776,-0.658840,1.641264,-0.978410,1.384124,0.026861,-1.449436,1.610214,-0.151961,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.031200,0.000000,0.169618,-0.000000
5.140000,-0.047782,-0.017547,0.124221,-0.323785,0.198660,-0.279102,-0.006937,0.275136,-0.292430,0.015093,0.000000,0.000000,0.000000,0.000000,0.000000,0.183380,0.095082,-0.668050,1.646142,-0.974235,1.377323,0.024421,-1.470540,1.652418,-0.173491,0.000000,0.000000,0.000000,0.000000,0.000000,0.031400,0.000000,0.169618,-0.000000
5.160000,-0.045697,-0.017825,0.126214,-0.324853,0.197759,-0.279275,-0.006765,0.279829,-0.300574,0.018573,0.000000,0.000000,0.000000,0.000000,0.000000,0.172440,0.096356,-0.677209,1.650918,-0.970015,1.366014,0.020437,-1.496516,1.707793,-0.203712,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.031600,0.000000,0.169618,-0.000000
5.180000,-0.043615,-0.018096,0.128198,-0.325900,0.196846,-0.278566,-0.006234,0.286076,-0.312016,0.024024,0.000000,0.000000,0.000000,0.000000,0.000000,0.161512,0.097598,-0.686315,1.655585,-0.965745,1.349436,0.014714,-1.527829,1.775811,-0.242314,0.000000,0.000000,0.000000,0.000000,0.000000,0.031800,0.000000,0.169618,-0.000000
5.200000,-0.041538,-0.018360,0.130173,-0.326925,0.195921,-0.277499,-0.005463,0.292302,-0.325040,0.031025,0.000000,0.000000,0.000000,0.000000,0.000000,0.150627,0.098771,-0.695245,1.659908,-0.961279,1.330503,0.007877,-1.556543,1.847863,-0.287305,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.032000,0.000000,0.169618,-0.000000
5.220000,-0.039464,-0.018619,0.132139,-0.327928,0.194985,-0.275922,-0.004419,0.299165,-0.340329,0.039732,0.000000,0.000000,0.000000,0.000000,0.000000,0.139761,0.099910,-0.704128,1.664121,-0.956754,1.308722,-0.000168,-1.585745,1.927093,-0.339294,0.000000,0.000000,-0.000000,0.000000,0.000000,0.032200,0.000000,0.169618,-0.000000
5.240000,-0.037395,-0.018871,0.134097,-0.328910,0.194038,-0.273379,-0.003125,0.306321,-0.356694,0.049262,0.000000,0.000000,0.000000,0.000000,0.000000,0.128893,0.101053,-0.713095,1.668460,-0.952312,1.282699,-0.009201,-1.612865,2.007167,-0.394204,0.000000,0.000000,0.000000,-0.000000,0.000000,0.032400,0.000000,0.169618,-0.000000
5.260000,-0.034881,-0.019153,0.135605,-0.329835,0.193491,-0.269758,-0.001529,0.313328,-0.373377,0.059491,0.000000,0.000000,0.000000,0.000000,0.000000,0.115798,0.102348,-0.719814,1.672515,-0.949875,1.252297,-0.019561,-1.635986,2.084981,-0.451971,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.032600,0.000000,0.169618,-0.000000
5.280000,-0.032312,-0.019433,0.137048,-0.330734,0.192986,-0.265318,0.000204,0.320003,-0.390111,0.070002,0.000000,0.000000,0.000000,0.000000,0.000000,0.102433,0.103630,-0.726204,1.676444,-0.947654,1.217906,-0.030418,-1.655960,2.160058,-0.509659,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.032800,0.000000,0.169618,-0.000000
5.300000,-0.029747,-0.019706,0.138482,-0.331613,0.192472,-0.260478,0.002075,0.327938,-0.409486,0.081886,0.000000,0.000000,0.000000,0.000000,0.000000,0.089085,0.104877,-0.732547,1.680271,-0.945384,1.180640,-0.041710,-1.682114,2.245522,-0.571431,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.033000,0.000000,0.169618,-0.000000
5.320000,-0.027186,-0.019973,0.139907,-0.332471,0.191947,-0.254658,0.004134,0.335184,-0.428028,0.093799,0.000000,0.000000,0.000000,0.000000,0.000000,0.075755,0.106088,-0.738844,1.683995,-0.943065,1.138282,-0.053597,-1.704208,2.323257,-0.630308,0.000000,0.000000,0.000000,-0.000000,0.000000,0.033200,0.000000,0.169618,-0.000000
5.340000,-0.024628,-0.020232,0.141324,-0.333312,0.191415,-0.247939,0.006197,0.340722,-0.444074,0.104769,0.000000,0.000000,0.000000,0.000000,0.000000,0.062437,0.107264,-0.745102,1.687637,-0.940709,1.093642,-0.065001,-1.715126,2.383698,-0.682145,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.033400,0.000000,0.169618,-0.000000
5.360000,-0.022068,-0.020484,0.142734,-0.334141,0.190879,-0.240352,0.008272,0.344488,-0.457426,0.114785,0.000000,0.000000,0.000000,0.000000,0.000000,0.049101,0.108406,-0.751351,1.691283,-0.938373,1.047804,-0.075948,-1.714654,2.426385,-0.727361,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.033600,0.000000,0.169618,-0.000000
